,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
390,,Thursday May 13 14:16:07 +0000 2021,,,,5,1392846120284528640,MEIN_GOV_PL,1.3928397458189517e+18,358921716.0,pl,,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MEIN_GOV_PL @CzarnekP @KurtykaMichal @MKiS_GOV_PL @marekgrobarczyk @MI_GOV_PL Zdalna, szkodliwa farsa wciąż trwa. A panowie politycy udają, że nic się nie dzieje.",https://twitter.com/Alarm_szkolny/status/1392846120284528640,Mon 11 13 20:46:02 +0000 2017,930174939776380933,False,"Pedagog, nauczyciel, trener, szkoleniowiec, autor książki ""Dziennik pedagoga szkolnego. Czyli jak przetrwać na wojnie z systemem"".",15348,1283,412,1,,Adam Mazurek,Alarm_szkolny,5124,,,False
391,,Friday May 14 10:15:13 +0000 2021,,,,0,1393147884288217088,CzlowiekPiwnicy,1.3931477173424415e+18,1.2267781756041708e+18,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Foliarze chcą nas do szkół gonić, bo zamierzają nas bronią biologiczną zabić.

Jednak wiemy, że edukacja zdalna przyszłością świata jest. Na miejsce budynków szkolnych stwórzmy tereny zielone.

Nie bójmy się mówić tak nauce zdalnej, gdyż to ona lepiej uczy nas. 3x",https://twitter.com/CzlowiekPiwnicy/status/1393147884288217088,Mon 02 10 08:01:46 +0000 2020,1226778175604170752,False,"{K̷o̶m̸p̵u̷t̷e̷r̵ ̷ż̸y̶c̵i̴e̶m̵.̶ ̵I̴n̸t̸e̷r̵n̶e̴t̶ ̷d̸o̶m̴e̴m̵.̶ ̷P̸i̶w̵n̷i̶c̸a̷ ̶p̷r̴z̴e̷z̷n̴a̷c̷z̷e̸n̷i̴e̷m̴.̸}
Women don't block me or I will injure myself",48304,2726,2778,7,,Narodowe Odrodzenie Piwnicy #degeneraci 🍥,CzlowiekPiwnicy,31409,,,False
392,,Thursday May 13 22:20:47 +0000 2021,,,,0,1392968091005562892,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/Wiktor99842152/status/1392968091005562892,Mon 12 10 18:42:29 +0000 2018,1072199893173841920,False,"Scorpion,działacz podziemnej opozycji stanu wojennego,antykomuch,katolik,bliskie mi są idee narodowe,szacunek dla historii. Były wyborca PiS. STOP COVID TERROR",75410,2107,2142,5,"Kraków, Polska",Krakowianin.,Wiktor99842152,120521,,,False
393,,Thursday May 13 13:07:18 +0000 2021,,,,0,1392828802204676096,cowemoon,1.3928091988750377e+18,2277241406.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@cowemoon Ja miałam obronę zdalną i nie było tak źle trzymam kciuki za ciebie!,https://twitter.com/xsleepyfairy/status/1392828802204676096,Mon 02 03 15:34:25 +0000 2014,2325645582,False,"✨delusions keep me going illusions keep me hoping✨
she/her / pl/eng oki! / ☉ sag ☾ can ↑ lib ✨",15056,108,227,2,,werka 🌟,xsleepyfairy,13236,,https://xsleepyfairy.carrd.co/,False
394,,Friday May 14 09:00:18 +0000 2021,pracazdalna pandemia,https://twitter.com/rdcpolskieradio/status/1393129029922738178/photo/1,https://bit.ly/3tMbDMW,0,1393129029922738178,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Pracodawcy zaczynają dostrzegać potrzebę kontaktów międzyludzkich. Dużo osób jest zmęczonych brakiem kontaktu i marzą o tym, by wrócić do biura"" - mówiła w RDC ekspert rynku pracy Aleksandra Wesołowska

Więcej: https://t.co/z2hjqvIRX2

#pracazdalna #pandemia https://t.co/jMWoPUXJck",https://twitter.com/rdcpolskieradio/status/1393129029922738178,Wed 09 22 15:27:55 +0000 2010,193735706,False,"Największa stacja radiowa na Mazowszu. Warszawska rozgłośnia Polskiego Radia z ośrodkami w Radomiu, Płocku, Ciechanowie, Ostrołęce i Siedlcach #RDC",6520,7607,492,103,Warsaw,Polskie Radio RDC,rdcpolskieradio,71944,,http://www.rdc.pl,False
395,,Friday May 14 08:46:43 +0000 2021,,,,2,1393125610009120769,motylamama,1.3931244423567892e+18,9.209058242303631e+17,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@motylamama @naszkawing U mnie pod tym względem pandemia i praca zdalna wydarzyły się w czasie szczeniaczkowym,https://twitter.com/Halinka_Mercury/status/1393125610009120769,Sun 03 20 15:11:11 +0000 2011,269328751,False,,83975,3536,1756,4,Wanna z pianą,Hali Bery,Halinka_Mercury,48922,,,False
396,,Friday May 14 09:46:07 +0000 2021,,,,1,1393140558437261313,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",potwierdzili mi sesje zdalna 🥰🥰,https://twitter.com/karonextdoor/status/1393140558437261313,Thu 05 11 19:01:32 +0000 2017,862744501336641537,False,,77000,2071,870,19,she/her | 23 | ♏️♉️♋️,carolina,karonextdoor,38954,,,False
397,,Thursday May 13 22:30:23 +0000 2021,,,http://poland.jobrat.net/2021/05/14/analityk-internetowy-tester-praca-zdalna-kujawsko-2/,0,1392970506156974080,,,,pl,,False,,0,,,"<a href=""http://poland.berardi.tv"" rel=""nofollow"">jobpoland</a>","Analityk internetowy/Tester - praca zdalna, kujawsko - https://t.co/OD264AJerb",https://twitter.com/jobpoland/status/1392970506156974080,Thu 09 03 15:18:44 +0000 2015,3535189403,False,"Job Offers in Poland , always updated 365 days per year",0,2997,107,21,Polonia,Job in Poland,jobpoland,61688,,http://poland.berardi.tv,False
398,,Thursday May 13 22:34:44 +0000 2021,,,,178,1392971603038855170,,,,pl,,,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InPost zaliczył u mnie mocnego plusika, bo oferuje dla pracowników biurowych (nie wiem jak z innymi) darmowe konsultacje psychologa i psychoterapeuty przez jakiś tam okres, w związku z pracą zdalną i ogółem funkcjonowaniem w pandemii, piękna sprawa",https://twitter.com/Brzosti/status/1392971603038855170,Wed 10 12 16:01:09 +0000 2016,786235263412350976,False,"Przyszły psycholog, student Psychoterapii Psychodynamicznej w nurcie TFP. | @horneum_x 👬",71091,20846,7209,56,He/Him,Wujek Brzosti 🍁,Brzosti,29948,,http://instagram.com/brzosti99,False
399,,Friday May 14 10:12:47 +0000 2021,,,,3,1393147272817479680,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Właśnie zakończyła się moja ostatnia zdalna lekcja 
Ale mi dziwnie",https://twitter.com/sweetcreaturexv/status/1393147272817479680,Thu 04 30 11:13:39 +0000 2020,1255817532218408960,False,"#NIALL: When you're with me, no judgement
                           she/her    spicy pisces ♓",23537,432,870,5,Eroda,aduśka²⁸,sweetcreaturexv,5784,,https://open.spotify.com/user/3iuszwf018io93mrzjulk4prn?si=XzPIkuz-RTSKpjzAycFOOg&utm_source=copy-li,False
400,,Thursday May 13 16:16:08 +0000 2021,,,,0,1392876323123642369,,,,pl,,,,1,1.3928461202845286e+18,Alarm_szkolny,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MEIN_GOV_PL @CzarnekP @KurtykaMichal @MKiS_GOV_PL @marekgrobarczyk @MI_GOV_PL Zdalna, szkodliwa farsa wciąż trwa. A panowie politycy udają, że nic się nie dzieje.",https://twitter.com/soipruk/status/1392876323123642369,Thu 01 07 12:04:50 +0000 2021,1347151978607091712,False,"Wierzę, że wolny, badawczy umysł jednostki jest najcenniejszą rzeczą na świecie. Walczę przeciw każdej idei, która ogranicza lub niszczy jednostkę.",27799,679,98,4,,Marcin Pioskur,soipruk,18248,,,False
401,,Thursday May 13 16:19:02 +0000 2021,,,,1,1392877052676685825,MEIN_GOV_PL,1.3928397458189517e+18,358921716.0,pl,,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MEIN_GOV_PL @CzarnekP @KurtykaMichal @MKiS_GOV_PL @marekgrobarczyk @MI_GOV_PL Zaoraliście nasze dzieci szkolne i potraktowaliście jak jakiś zbędny balast.
Od ponad roku desocjalizujecie i traumatyzujecie uczniów pseudonauką zdalną. Wielu jest przez to wykluczonych z edukacji.
W tej sytuacji wasze inicjatywy to smutny żart.",https://twitter.com/soipruk/status/1392877052676685825,Thu 01 07 12:04:50 +0000 2021,1347151978607091712,False,"Wierzę, że wolny, badawczy umysł jednostki jest najcenniejszą rzeczą na świecie. Walczę przeciw każdej idei, która ogranicza lub niszczy jednostkę.",27799,679,98,4,,Marcin Pioskur,soipruk,18248,,,False
402,,Thursday May 13 15:45:49 +0000 2021,,https://twitter.com/Brzosti/status/1392793316509552648/photo/1,,0,1392868694041182210,,,,pl,,False,,6,1.3927933165095526e+18,Brzosti,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kochani, mamy to! Udało mi się załatwić sesję zdalną dla mojego rocznika 😩❤ https://t.co/BRBpHGPHy0",https://twitter.com/AwhMyLarry69/status/1392868694041182210,Tue 01 22 20:11:33 +0000 2013,1112507670,False,"Życie odmienia nas przez przypadki...
#Directioner ❤️
#LarryShipper ❤️
#Kwiatonator ❤️",76187,3196,4202,17,,delfinek ❤️,AwhMyLarry69,150335,,,False
403,,Friday May 14 06:27:21 +0000 2021,,https://twitter.com/BIPolska/status/1393070083082121218/photo/1,http://dlvr.it/RzcQFW,0,1393090537058672643,,,,pl,,False,,1,1.3930700830821212e+18,BIPolska,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Rz"": Pracodawcy szykują się do powrotu do biur https://t.co/D3Gwhes9qD https://t.co/iGeJtQDBiZ",https://twitter.com/JoannaSheeper/status/1393090537058672643,Fri 06 26 05:08:27 +0000 2015,3346226895,False,I'm still wondering...,34419,74,163,2,"Łódź, Polska",JoannaSheeper,JoannaSheeper,4911,,,False
404,,Thursday May 13 15:47:25 +0000 2021,,,,0,1392869094786019331,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/OgarKosmosu/status/1392869094786019331,Mon 07 24 21:46:59 +0000 2017,889602840121024513,False,Polak może kiedyś Obywatel  - Nadaję z  Kujaw 💯🇵🇱,22460,521,590,2,,OgarKosmosu,OgarKosmosu,28807,,,False
405,,Friday May 14 06:27:36 +0000 2021,,,,0,1393090603521646592,ilyituno,1.3927569307252613e+18,1.1594006541520978e+18,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ilyituno To ja, jeśli potwierdzą że mam sesję zdalną to jestem w wielkiej dupie XDD",https://twitter.com/tojaasku/status/1393090603521646592,Sun 09 30 10:03:38 +0000 2018,1046339778734641153,False,"s̶p̶o̶r̶t̶s̶ | m̶u̶s̶i̶c̶ | b̶o̶o̶k̶s̶

she/her",6363,243,442,7,🙊,BARTOSZ KUREK ✨ ŚWIAT DOMINACJA ✨,tojaasku,12593,,,False
406,,Thursday May 13 18:55:19 +0000 2021,,https://twitter.com/magru89/status/1392768392554106885/photo/1,,0,1392916384686948357,,,,pl,,False,,1,1.392768392554107e+18,magru89,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Wychowany_na_X przyda się jak Cię na zdalna pracę wyślą! Zmieszasz i Twittera przypilnujesz🙃 https://t.co/N4THNcYaFL,https://twitter.com/gacus1025/status/1392916384686948357,Wed 07 20 11:30:21 +0000 2016,755726536267956224,True,,69395,82,2480,15,,Przemysław Gacek,gacus1025,69190,,,False
407,,Thursday May 13 18:03:43 +0000 2021,,,,0,1392903395913211906,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/AkcjePrzyKawie/status/1392903395913211906,Sun 06 03 18:16:55 +0000 2012,598543219,False,"Najlepsze jest zawsze przed nami :) ""Nienawiść nie jest siłą twórczą. Siłą twórczą jest miłość""-Św. M. Kolbe",65496,184,577,4,,Bartłomiej Zieliński,AkcjePrzyKawie,13595,,,False
408,,Thursday May 13 17:54:53 +0000 2021,,,,0,1392901175507406855,,,,pl,,,,1,1.3928598869087396e+18,Antoni75230049,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@rafalhubert -nieczności"", kłopotliwych i zrewoltowanych Palestyńczyków z Gazy? Wszystkich tuneli nie odnajdą, wjedzie kiedyś kilka skrzynek, nastąpi montaż,zdalna detonacja, i obłok pary, zamiast Izraela. I żadne tarcze,rzekomo nie istniejąca broń nuklearna,wyćwiczona armia, nie pomoże. Tyl-",https://twitter.com/Bozena64265610/status/1392901175507406855,Tue 07 02 14:48:02 +0000 2019,1146068014191656960,False,,134369,670,938,1,,Bozena,Bozena64265610,39820,,,False
409,,Friday May 14 05:54:55 +0000 2021,,,,0,1393082378239762434,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/ChlopzMokotowa/status/1393082378239762434,Mon 07 03 16:25:14 +0000 2017,881911722315059200,False,,68148,202,172,0,,Chłopak z Mokotowa,ChlopzMokotowa,21437,,,False
410,,Thursday May 13 12:46:04 +0000 2021,,,,0,1392823457755316229,MEIN_GOV_PL,1.3921446755957514e+18,358921716.0,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MEIN_GOV_PL @MarzenaMachalek Uczniowie po 7 miesiącach wracają do szkoły,stresują się, bo z niektórych przedmiotów w II semestrze mają po 1-2 oceny,a od przyszłego tygodnia nauczyciele planują sprawdziany, systematyczna praca zdalna może nic nie znaczyć (sytuacja prawdziwa-w jednej ze szkół z moich dzieci).",https://twitter.com/Agniesz13/status/1392823457755316229,Thu 05 13 12:17:22 +0000 2021,1392816189575925761,True,,1,0,12,0,,Agnieszka,Agniesz13,1,,,False
411,,Thursday May 13 16:24:20 +0000 2021,,,,0,1392878385320374274,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/accytalk/status/1392878385320374274,Fri 03 09 13:22:51 +0000 2012,519481176,True,,30171,205,1561,7,,Wojciech Kuroczycki,accytalk,14710,,,False
412,,Thursday May 13 17:59:10 +0000 2021,,,,0,1392902250780102658,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/Tomas_Miszczuk/status/1392902250780102658,Sat 10 27 16:48:54 +0000 2018,1056226241504837637,False,"“As well consult a butcher on the value of vegetarianism as a doctor on the worth of vaccination.”

— George Bernard Shaw",17336,194,177,1,,Tomasz Miszczuk,Tomas_Miszczuk,18252,,https://www.youtube.com/user/MegaOculus,False
413,,Thursday May 13 16:49:18 +0000 2021,,,,0,1392884669469892609,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/ajkk71/status/1392884669469892609,Sat 02 13 00:30:42 +0000 2010,113772212,False,,20525,192,703,24,,AJ,ajkk71,54784,,,False
414,,Friday May 14 10:14:33 +0000 2021,powrotdoszkoly protestuczniowski szkola,,,3,1393147717342441474,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#powrotdoszkoly #protestuczniowski #szkola 
Wszyscy uciśnieni zjednoczmy się przeciwko tyranii nauki stacjonarnej. Niech uciskający wiedzą, że naukę zdalną popiera wiele osób.
Nie bójmy wyrażać swego poparcia dla nauki na odległość, choćby ponieść musieli najsroższe konsekwencje",https://twitter.com/CzlowiekPiwnicy/status/1393147717342441474,Mon 02 10 08:01:46 +0000 2020,1226778175604170752,False,"{K̷o̶m̸p̵u̷t̷e̷r̵ ̷ż̸y̶c̵i̴e̶m̵.̶ ̵I̴n̸t̸e̷r̵n̶e̴t̶ ̷d̸o̶m̴e̴m̵.̶ ̷P̸i̶w̵n̷i̶c̸a̷ ̶p̷r̴z̴e̷z̷n̴a̷c̷z̷e̸n̷i̴e̷m̴.̸}
Women don't block me or I will injure myself",48304,2726,2778,7,,Narodowe Odrodzenie Piwnicy #degeneraci 🍥,CzlowiekPiwnicy,31409,,,False
415,,Friday May 14 07:58:06 +0000 2021,,,https://alleopole.pl/ogloszenie/33050/asystent-w-dziale-finansowym-%E2%80%93-praca-zdalna,0,1393113376985948163,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Asystent w Dziale Finansowym – praca zdalna - Darmowe Ogloszenia https://t.co/3YttlL8Huf,https://twitter.com/wojciech_kac/status/1393113376985948163,Wed 02 11 12:01:10 +0000 2015,3030192052,False,,56,173,952,2,,Wojciech Kac,wojciech_kac,41215,,,False
416,,Thursday May 13 12:17:12 +0000 2021,,,,0,1392816191648018432,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/JarosOgar/status/1392816191648018432,Sat 09 02 11:17:53 +0000 2017,903940033287217152,False,"Prawda nie jest ukryta, to ludzie ukrywają się przed prawdą.
Prawda Was wyzwoli.",215126,544,721,5,Polska,JAROSŁAW OGAR,JarosOgar,69561,,,False
417,,Thursday May 13 14:43:06 +0000 2021,,,,0,1392852911638695936,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/mamakatarzyna/status/1392852911638695936,Fri 06 12 20:50:26 +0000 2009,46745484,False,,212834,3980,3607,84,Poland,Cecylia W.,mamakatarzyna,317208,,http://mamakatarzyna.blogspot.com/,False
418,,Thursday May 13 12:01:10 +0000 2021,,,https://alleopole.pl/ogloszenie/33026/asystent-w-dziale-kadrowym-%E2%80%93-praca-zdalna-,0,1392812159424413699,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Asystent w Dziale Kadrowym – praca zdalna. - Darmowe Ogloszenia https://t.co/7GSRGIgDzM,https://twitter.com/AlleOpole/status/1392812159424413699,Wed 01 18 14:10:19 +0000 2012,467465962,False,Darmowe ogłoszenia Opole AlleOpole.pl,92,642,2415,4,Polska,AlleOpole,AlleOpole,21335,,http://www.alleopole.pl/,False
419,,Thursday May 13 18:14:30 +0000 2021,,https://twitter.com/PlusWarszawa/status/1392906110995210242/photo/1,,0,1392906110995210242,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Koronawirus dziś i przed rokiem. O swoich doświadczeniach opowie lekarz dr Dominik Lewandowski. Porozmawiamy też z Pawłem Zuchniewiczem o kulisach zamachu na Jana Pawła II, sprawdzimy czy praca zdalna zostanie z nami na stałe i zapytamy o turystykę w czasie pandemii. Zapraszamy. https://t.co/eabDZ2tBQ6",https://twitter.com/PlusWarszawa/status/1392906110995210242,Sun 04 28 19:03:23 +0000 2019,1122577062966046723,False,Radio PLUS Warszawa - stacja ponadregionalnej sieci diecezjalnych rozgłośni lokalnych. Wspólny projekt archidiecezji warszawskiej i grupy Eurozet.,981,623,132,12,"Warsaw, Poland",Radio PLUS Warszawa,PlusWarszawa,6791,,http://warszawa.radioplus.pl,False
420,,Thursday May 13 18:36:15 +0000 2021,,,,2,1392911586667515905,SchwertnerPL,1.3928786867482173e+18,2416005648.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SchwertnerPL Na zdalną diagnostykę nowotworów i chorób układu krążenia, światłowody na wsiach, dofinansowanie pomp ciepła i paneli fotowoltaicznych, również przy nowych inwestycjach, na stworzenie i pracę ekspertów pozarządowych w zakresie reformy sądownictwa, na ochronę ryb i zmiany w PZW.",https://twitter.com/TEHOL6/status/1392911586667515905,Thu 04 14 18:05:50 +0000 2016,720674438136610817,False,"Liberał. Wciąż uczący się inwestor na GPW i NC. Miłośnik historii, fantastyki, wędkarstwa i dobrej whisky. Ironia i sarkazm będzie naszą bronią...",124595,1850,2710,3,"Wrocław, Polska",TEHOL #WOŚP #WolneSądy 🇺🇦🇪🇺🇵🇱,TEHOL6,53962,,,False
421,,Thursday May 13 23:51:38 +0000 2021,JózefOrzeł klubronaina szkoła,,,2,1392990952273420292,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","szkoła zdalna: była szansa na Dobrą Zmianę: mocne odchudzenie podstawy programowej, półgodzinne lekcje bez zadawania do domu (żeby dzieci nie siedziały po 8-10 godzin przy komputerze dziennie), testy bez ocen - jako tylko sprawdzenie wiedzy. #JózefOrzeł #klubronaina #szkoła",https://twitter.com/Jzef13437877/status/1392990952273420292,Tue 12 15 21:35:45 +0000 2020,1338960909675483137,False,szef klubu Ronina,10,5567,0,24,Warszawa,Józef Orzeł,Jzef13437877,385,,,False
422,,Friday May 14 05:25:03 +0000 2021,,,,0,1393074859438190595,,,,pl,,,1.391456721701417e+18,74,1.3927754753328456e+18,PBasiukiewicz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zdalna szkoła nie zastąpi interakcji z nauczycielem i rówieśnikami. 
Teleporady nie zastąpią leczenia. 
Izolacja i kwarantanna nie może z nami zostać. https://t.co/6jKVCH3Pbe",https://twitter.com/PalkaAndrzej/status/1393074859438190595,Wed 06 03 02:40:54 +0000 2020,1268009678405021696,False,"poglądy zdecydowanie prawicowe, pracujący emeryt",101242,300,268,2,"Warszawa, Polska",Andrzej,PalkaAndrzej,101799,,,False
423,,Friday May 14 04:20:44 +0000 2021,,https://twitter.com/huskion/status/1393058672872464385/photo/1,,1,1393058672872464385,Orange_Polska,1.3930557863104553e+18,74693246.0,pl,"Piaseczno, Polska",False,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Orange_Polska Nie działa! Tak samo wczoraj doradca przez telefon poradziła. Też zresetowałem z nią routera wykałaczką i powiedziała, że do 20:00 ktoś przyjedzie. Nikt nie przyjechał i dostałem SMSa że naprawione 10 minut później. Ktoś mnie olewa! Praca zdalna bardzo utrudniona. https://t.co/5jazlL9Ttl",https://twitter.com/huskion/status/1393058672872464385,Sat 04 26 05:53:53 +0000 2008,14540396,False,he/him 36 year-old gay male. Furry snowdogperson. 🇵🇱+🇬🇧 TCK. Datacenter dork. ESFJ-T #BLM 🧡 @jasonthemutt 🦣 huskion@blimps.xyz Minors DNI,44170,1093,613,20,"Piaseczno, Polska",Marty,huskion,35534,,,False
424,,Friday May 14 08:48:15 +0000 2021,,,https://twitter.com/visualizevalue/status/1393034234034638852,1,1393125997638266881,,,,pl,,False,1.3930342340346388e+18,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wykres wydajność:
⬅️ Praca z domu podczas domowego nauczania dwójki dzieci 
vs
➡️ Praca zdalna z pomodoro i pełnym skupieniem 

Miłego skupionego i wydajnego piątku 🤙 https://t.co/ZTdyJvrnjG",https://twitter.com/PiotrZagorowski/status/1393125997638266881,Mon 08 24 23:01:28 +0000 2015,3438621988,False,I write about my journey from a techy to people 🤝 leader. I believe everyone is a leader. Fan of #slowbiz productivity and #remotework. I love good ☕️ and 📚,7310,348,450,8,"London, England",𝐏ɪᴏᴛʀ 𝐙ᴀɢᴏʀᴏᴡ𝐬ᴋɪ ☕️📝,PiotrZagorowski,7253,,https://bio.link/PiotrZ,False
425,,Thursday May 13 12:36:48 +0000 2021,,,,0,1392821124770287619,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Na zły humor najlepsze są zakupy 🙂 Dzisiaj dotarły do mnie zakupione części do roweru i hulajnogi. Nie mogę się już doczekać aż będę je montować 😅 Chyba ucieknę z pracy wcześniej 🤔 Tym bardziej, że zdalna, to może nikt nie zauważy 😉",https://twitter.com/Agatatatarara/status/1392821124770287619,Fri 02 14 10:56:49 +0000 2020,1228271810359197698,False,Introwertyczka z nerwicą natręctw 🧐,3896,17,82,0,,Agata,Agatatatarara,242,,,False
426,,Thursday May 13 14:51:35 +0000 2021,,,,0,1392855044731686913,,,,pl,,,,2,1.392777068010672e+18,kingwoj,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dla nauczycieli matematyki nie ma rzeczy niemożliwych💪Edukacja zdalna czy nie, dostaliśmy w Fundacja @mBankpl aż 675 wniosków w tegorocznej edycji mPotęgi 👏 To więcej niż w poprzednich latach🥳 Dziękujemy za zaangażowanie a teraz to my bierzemy się do pracy i oceny wniosków!",https://twitter.com/PiotrStaniosz/status/1392855044731686913,Thu 11 29 18:51:11 +0000 2012,978927738,False,"Warto być uczciwym, choć nie zawsze się to opłaca. Opłaca się być nieuczciwym, ale nie warto",31834,185,360,0,,Piotr Staniosz,PiotrStaniosz,18786,,,False
